52,79,-58,54
-73,76,31,-50
-18,-12,0,21
-76,6,-66,62
51,-32,-63,71
54,-16,36,-77
5,36,-24,-74
24,8,-42,-10
27,12,82,32
28,77,33,26
31,-14,9,-60
9,-87,-89,-92
51,-94,84,94
88,-95,6,45
-4,24,-52,34
-66,-68,-69,-12
12,-48,-13,13
40,94,65,-49
-19,39,-52,77
-53,-92,27,-93
60,81,-48,-25
57,88,62,-2
95,-25,-94,70
59,45,42,-14
-12,-36,-36,55
16,35,96,92
43,-35,1,-36
-52,24,-85,-30
45,-37,22,-80
45,66,97,46
73,-35,91,-50
-4,-14,-49,-48
7,0,-13,-17
-10,28,3,-90
100,-62,-42,77
39,80,33,-38
-81,38,11,77
-2,1,73,2
53,-7,62,4
-12,38,58,64
60,-37,60,75
6,-51,30,-54
7,-13,84,-18
-22,37,81,35
19,46,-19,18
-37,47,38,-4
-66,92,88,93
9,-52,79,59
43,-29,0,-15
-66,-90,-79,-32
3,-39,36,-29
46,17,22,-44
14,-62,-11,100
72,-27,72,-56
-80,-40,25,93
49,-56,-44,98
35,-39,-50,92
-78,83,83,-85
38,76,60,-34
-69,15,84,-58
67,52,0,-65
-81,-3,-45,-73
84,83,53,-25
52,15,-37,55
-41,75,-93,-91
-37,-32,50,-13
89,59,4,-5
62,-46,48,-33
4,-22,99,-17
22,28,-1,84
91,20,21,-38
62,-6,81,-32
4,22,-6,-78
20,10,26,-8
-44,-70,-32,-64
79,35,65,72
63,0,71,-33
49,-98,-26,2
-75,58,50,49
-78,33,75,-16
87,32,100,31
-40,52,-100,72
-79,88,31,6
2,-58,30,45
93,12,35,67
-1,42,0,-99
32,32,21,-12
-85,-71,-82,58
-86,77,27,63
-93,-79,-58,-44
-94,-15,-67,98
-10,-92,-90,-28
81,47,-61,-28
-48,-14,51,75
-88,60,-20,-86
-10,70,90,-84
52,-40,72,-33
-42,-70,-65,47
-100,-3,-79,24
-81,-23,-44,-52
46,56,85,64
56,-85,5,88
21,-91,-80,16
29,67,-86,94
30,73,89,-61
87,-95,83,86
62,-94,-71,44
81,45,48,44
-84,92,-6,-65
51,-43,-56,14
-5,54,-24,65
-5,82,35,-59
39,-84,65,17
36,-57,-59,14
-35,-67,23,-6
-43,45,-99,-30
82,53,-18,44
80,82,38,46
-31,1,-19,-37
-61,-94,-65,14
15,-83,90,100
70,91,-86,38
-63,-25,98,6
70,-73,76,37
-54,55,-54,-40
24,-43,61,-31
-23,-68,-27,-11
-91,81,-33,85
-79,-69,47,-5
-93,5,-5,32
-24,-95,96,-14
45,80,14,30
-97,-94,-6,-89
-83,-87,0,14
46,-10,19,-58
-58,63,-62,4
-59,-69,-36,63
-49,51,-95,31
-64,78,35,-95
96,-3,2,65
-65,-45,-50,11
23,41,-96,-27
55,-61,-84,-80
89,-18,37,-81
18,87,-10,56
-37,-44,-90,43
25,-6,-61,14
-21,0,55,16
96,-29,85,-55
40,-95,20,-26
18,94,-81,-25
-65,89,-42,83
-85,-60,15,11
50,-27,89,-44
83,47,-51,4
35,8,6,44
94,-20,-71,80
83,-17,-55,-14
90,-87,-94,58
57,-72,56,-34
27,-2,-73,-2
-63,24,-46,-46
-89,34,-88,-44
55,-76,-95,-41
48,72,-16,9
33,-3,51,34
-62,-83,89,-68
25,92,-90,-4
-46,38,77,53
-31,38,70,69
53,-99,89,-38
36,-17,16,-27
52,61,8,100
8,85,-59,19
38,43,-64,-24
41,-18,85,28
90,-18,-31,-74
0,-42,-41,-88
71,-41,-99,-5
-38,-13,61,-70
-50,-22,-24,80
-67,57,-35,-29
89,-79,39,81
-79,-85,-86,-33
-7,83,-53,23
-34,14,-44,94
-12,-36,-12,38
65,9,76,-36
-81,-94,-49,-54
22,-56,-41,-23
-15,-74,21,-74
-24,-50,-76,30
18,33,-54,-15
31,27,59,89
83,68,75,-89
35,-37,78,74
56,16,-90,97
95,7,-73,59
-97,-81,-95,78
-15,-6,-32,-88
-37,73,5,13
25,-77,34,40
-91,39,-52,89
33,-86,-59,-70
34,-10,-46,-45
-26,-22,11,-38
29,-87,79,-23
26,-95,28,71
11,-32,93,75
-49,58,92,74
-85,-48,50,-30
-30,-11,75,-19
65,-87,-18,-77
-81,5,50,82
7,72,46,-75
67,38,-93,68
93,-89,100,-34
15,-37,-67,2
83,-7,-12,-80
-17,25,62,60
100,15,68,-10
41,-50,-84,-44
-12,-89,36,15
61,52,65,15
-18,-13,-57,-75
70,4,-63,-34
98,-77,43,9
54,-9,52,81
27,-71,10,-20
29,45,97,-76
13,-63,-33,-28
-15,-34,84,-96
33,64,32,79
-38,69,-26,-3
52,-31,-1,42
-76,27,85,56
31,-92,18,73
43,-65,13,28
1,-23,87,-39
55,-60,90,1
-40,49,56,24
-74,7,75,-61
-99,-34,-9,-30
58,-63,41,35
-77,30,91,55
17,21,44,-61
55,-46,-2,50
-8,-14,-77,-41
-72,-45,-27,-86
-23,44,86,27
55,-81,29,-73
23,19,67,17
57,1,-48,56
0,-18,-92,5
7,60,22,-48
1,51,3,79
21,6,-10,39
75,-28,35,-43
85,-73,57,63
95,67,51,28
-26,-28,-28,-32
62,-20,71,70
-29,-32,48,-11
43,10,-24,-83
-25,92,-67,-65
25,-5,-10,-16
-50,38,-84,98
-41,89,26,-68
-93,-36,21,94
60,92,-10,25
60,0,11,40
17,83,-1,-74
-39,43,44,-3
50,38,-57,16
46,63,4,3
-49,92,-80,9
-74,59,-45,-96
60,-2,-58,-59
-68,43,62,63
-96,-31,-24,-82
-94,-60,68,-42
76,45,95,36
-45,24,-49,-13
-7,88,50,70
-95,-36,-5,12
-1,-98,12,-4
-61,77,69,93
-44,83,53,23
10,28,96,-17
-86,8,-63,86
-81,-54,-14,33
86,77,-54,93
89,-93,51,-77
42,11,78,99
45,-85,-1,63
72,6,-35,85
-21,98,18,59
-65,-42,93,-73
-59,9,99,-34
-59,-73,-58,-62
81,-80,11,-33
-21,95,-71,75
97,32,22,-50
-38,7,-39,22
-90,-91,-83,63
-2,8,8,-52
-88,23,-62,40
12,-31,32,96
78,-82,-70,48
-16,80,-90,20
31,30,10,82
71,-1,-24,4
-59,74,85,58
-55,37,13,46
54,-65,18,26
43,93,-24,-56
96,-76,76,-65
77,-67,-20,-42
-41,83,-5,-64
-78,-40,-86,-48
11,1,14,-35
-8,-9,11,9
55,-18,63,-90
48,72,32,84
-68,42,72,13
-10,42,-25,75
73,45,-77,-36
0,-73,-8,26
-61,39,21,-33
98,69,1,-92
-88,35,-17,11
-58,30,16,-29
-74,57,83,42
-80,35,-40,-17
100,76,-8,85
-71,89,-3,70
-61,-56,-20,-34
-63,-85,93,42
-46,-53,-9,-88
2,12,33,54
-54,-10,-99,-75
-8,-90,-88,-26
-32,16,37,-15
-64,30,22,-12
-66,29,42,54
-81,64,57,-76
-59,-46,8,56
81,-71,80,-79
63,-80,42,57
-67,91,-72,-48
24,16,81,11
-26,-3,-17,-91
-56,82,90,29
-46,16,52,53
88,36,6,43
11,-40,-16,-18
2,17,1,50
-90,-22,-79,36
-7,88,30,7
41,46,-25,-76
19,97,-13,52
-41,99,-52,-61
-88,-87,-58,85
-82,7,87,-58
26,-64,-87,-87
-81,21,-17,68
-13,51,91,-25
-6,-38,-92,-95
89,-85,-50,57
-74,-61,99,77
79,-4,4,29
-90,-32,35,-12
93,62,-48,-83
-77,-87,6,54
-21,-63,-21,-44
-68,-18,93,64
-91,27,69,8
83,38,-25,-67
-38,-99,65,-88
-1,60,26,69
-6,-39,50,-94
96,-66,63,71
50,-36,-18,50
-36,35,84,-75
4,4,-15,45
-25,96,-34,-97
-50,-98,81,60
0,17,80,6
-77,19,-59,-95
-25,-30,50,-80
49,-60,33,88
72,-44,97,-27
-58,-68,41,2
-32,-49,87,88
13,-67,52,50
30,23,-64,57
75,29,29,54
-50,47,25,-77
-38,87,55,88
32,68,-82,-57
82,5,72,-38
98,-39,-30,-69
-62,7,100,-88
-48,31,-61,82
36,16,-84,-58
34,-6,84,75
-52,-94,-11,-62
-99,-20,18,6
-44,-56,-11,-59
95,-92,-8,-30
20,-64,20,49
14,74,-26,-9
-47,-3,47,-73
27,16,32,98
30,22,-59,-42
-14,-82,56,-59
-74,-81,14,-50
44,-75,87,5
2,23,48,65
-78,67,49,-53
95,-5,79,34
11,45,1,29
-64,45,-63,-100
17,1,-43,-84
-56,55,53,-82
-1,71,35,-73
67,-4,-95,-60
-17,-70,69,-6
-80,-17,15,60
40,-48,24,-24
90,100,83,-51
7,45,-16,-86
-20,-3,73,-94
56,-18,65,58
83,-91,-52,-52
52,46,89,20
89,52,-2,67
89,15,90,100
89,83,-82,-14
25,46,70,52
56,28,44,12
41,-36,-25,91
28,-68,-24,100
12,-75,6,61
-66,-21,43,-12
-43,-35,83,-35
95,-21,-59,-8
94,71,-14,48
-31,-95,44,-16
41,76,58,99
32,3,93,-57
5,13,-82,-59
-33,95,-69,59
45,13,88,-6
78,99,-13,11
-26,-10,48,52
15,-65,-32,65
-79,-74,-74,-18
-26,34,13,100
77,-30,46,-93
-84,26,92,-40
-1,-38,17,46
-29,87,26,99
-51,-70,-31,-9
94,-54,94,14
-57,-29,25,24
-47,-68,-84,-80
-33,-100,-87,-67
79,12,-80,100
56,-97,-99,95
68,-49,-60,-78
42,62,60,31
7,-91,40,45
-21,3,-19,61
-47,31,-17,22
44,-15,47,78
47,-53,45,52
97,61,69,-91
79,-100,71,53
-71,-71,-6,34
26,-100,75,-81
13,62,-42,-45
-22,71,43,62
-76,57,-5,-40
44,44,-80,-98
31,24,22,54
-67,89,57,-4
91,-81,81,-28
-99,-81,-5,12
11,4,17,-69
-3,3,14,-11
-3,8,-93,55
77,-62,-69,-64
-28,-82,-64,-66
-64,-5,-83,-50
4,96,54,100
-19,-22,-53,1
90,43,76,0
35,79,-80,-38
83,44,20,50
3,94,69,36
-73,-55,-14,23
15,10,45,-86
-100,21,72,8
44,88,9,81
-34,-42,-76,47
-88,-46,64,-98
69,65,-82,65
82,77,30,-1
2,42,7,81
-99,20,80,-23
-21,-9,-79,22
19,91,6,54
29,-16,31,-37
-56,-76,-5,-78
51,-69,-6,8
-35,11,72,-10
51,9,92,39
-49,1,-57,67
-19,7,-8,41
7,66,-19,94
29,-75,-47,68
78,76,98,51
78,95,13,18
-33,36,92,37
-9,83,-20,-63
-20,81,-1,8
-51,41,-94,55
29,90,81,67
-80,92,-70,95
-1,61,-61,-12
-15,-55,15,52
78,11,55,75
-85,-57,-38,13
9,-39,7,-23
-75,-47,-25,79
57,-68,80,16
-18,-18,13,-26
-27,86,14,-90
-100,96,20,51
27,73,-72,-51
48,-78,84,71
5,0,78,-90
89,-16,61,45
59,13,87,4
20,25,-32,15
60,50,46,-58
-49,16,-7,1
-61,31,-28,85
-69,52,32,-62
47,62,28,-63
-67,-19,-89,30
1,46,-5,46
24,-57,46,-27
17,-43,22,-47
-71,90,-11,-9
-53,37,-49,-1
-10,92,38,-79
-59,67,11,-42
-31,-49,55,63
29,-63,12,33
-36,-51,5,34
59,-67,-100,-12
-95,-17,-47,84
-77,-94,17,-4
-98,-29,46,6
-19,-4,-63,-70
39,-51,-7,30
82,73,-44,56
-11,-86,78,21
-38,-44,-23,-20
-2,88,51,-66
-34,-89,77,-53
60,3,73,-96
20,-23,22,10
43,13,-68,-81
33,-97,21,77
83,41,77,-71
99,37,64,-44
9,-90,42,-65
-25,30,26,-95
-8,15,-60,52
39,10,-99,-93
45,-60,4,22
-70,88,22,43
-5,-20,-68,-51
-85,17,76,84
73,-25,85,-63
3,0,-18,8
7,-56,-82,69
-93,55,50,37
-10,63,-64,-1
-54,32,18,-13
23,5,40,8
-20,-91,-6,42
97,16,-95,-95
42,-99,-82,78
25,26,-2,73
88,30,-58,-79
-68,-98,-62,-37
26,-27,73,-82
-83,93,84,78
91,-54,74,18
55,-67,97,-28
-1,73,31,-43
-96,21,77,-59
-97,-56,54,-94
-28,-26,-12,45
-37,14,26,-64
7,86,-27,-21
64,-14,-14,-64
-17,-19,89,100
14,81,-81,-40
35,-18,-29,-25
8,76,-35,-27
71,34,-60,51
-35,56,-93,-42
87,-22,-78,-84
96,81,-59,-35
98,48,-23,-62
-4,-22,-87,-66
94,-57,-66,-11
85,14,-5,-13
-16,-20,-32,12
-82,12,-2,-72
-36,-18,62,33
10,72,78,-6
74,10,19,-20
-99,35,-19,-7
-59,-6,-6,96
-40,-29,-68,57
-31,-88,88,28
-64,-4,14,-13
73,-68,58,-47
-37,69,74,-39
-35,-87,64,-43
24,31,-9,-57
90,-97,-99,-24
91,-51,-74,74
-10,30,-50,59
-27,78,63,34
24,-18,-62,5
69,-43,-47,-4
-96,18,50,-35
-39,-74,-45,66
-83,-88,-73,72
-96,-34,-73,35
-47,-28,-8,-87
52,-69,-67,-11
-9,-4,-67,9
74,31,-36,16
21,-55,67,-49
24,-57,79,59
-5,-57,-42,11
71,39,67,87
-34,-10,-47,-22
-69,19,22,-52
-20,12,1,36
41,-42,-45,97
7,-91,-70,-27
53,-40,76,-89
-26,-12,51,-61
-22,83,31,-96
-30,-53,13,71
9,88,-3,-45
-99,37,78,78
-71,71,-48,-68
75,-36,1,-68
100,-65,-3,98
23,90,86,-17
41,75,35,16
-12,57,64,-12
-45,-8,96,65
-23,-48,-93,98
53,92,-46,25
41,24,-1,-74
-12,-34,-22,92
-18,71,-13,95
99,11,32,-63
64,-52,66,-52
83,26,90,46
84,34,8,57
-61,-97,-98,-65
90,82,-40,77
60,8,13,73
31,-22,47,93
-46,15,-89,18
-7,-78,-64,-3
5,47,17,-16
-12,-100,62,3
11,-89,-77,-59
-96,-86,89,-75
-85,100,-43,-14
59,-73,-12,23
-35,-85,96,12
68,33,77,62
73,7,48,14
-75,-78,6,-2
-26,-40,-49,-99
17,49,-96,80
46,52,-93,-16
22,21,57,-69
26,-11,-81,7
-29,35,-46,15
-68,14,-60,95
61,-84,-46,-38
-86,-75,-83,-1
-83,-30,-25,45
79,85,5,66
84,57,8,-98
-59,-86,-17,18
100,76,-92,-33
-86,-16,-40,93
14,5,50,31
36,51,-86,81
-20,32,8,-14
75,-46,24,35
-14,-93,-5,-47
-81,-67,-71,62
-42,-44,23,3
92,62,24,73
-100,94,-57,-58
67,-58,-52,-75
-62,-46,-9,-49
-59,76,15,-51
36,-29,93,96
-59,-8,-91,-14
55,10,26,-24
15,-71,83,11
45,47,58,82
88,-4,-83,-80
87,96,24,-88
-16,-93,27,66
-72,-77,-53,55
-8,4,-79,96
95,-17,-63,37
66,28,32,-80
14,70,26,-42
-71,-98,-33,-78
-26,50,85,-52
55,12,-39,24
-44,-35,14,-69
-11,-28,48,65
14,-19,-91,-55
38,47,-13,-89
-24,-57,53,-41
-35,-78,-4,79
-5,71,8,-24
-77,-71,15,6
87,56,-51,-28
62,-65,-78,-64
-19,65,-93,-75
53,24,-15,-28
-65,-98,-89,-27
-87,70,-3,8
39,62,95,85
61,-34,-64,9
57,2,-46,-88
4,-46,23,-1
75,-67,49,-99
73,85,-18,-49
-19,-81,-46,73
18,75,-17,27
8,-73,78,42
23,-99,-44,6
53,-42,-77,-56
-18,-22,88,-54
66,-13,-44,-45
75,-18,-15,-40
100,-95,65,93
94,-89,-66,15
-50,-20,19,54
64,67,2,84
8,-76,-92,65
-35,-15,59,78
-10,78,64,-39
-67,25,70,34
-36,-13,-52,-39
-35,-89,71,98
37,-72,-45,-62
-47,38,-5,-1
-64,-1,-8,3
21,-91,-32,-6
-70,53,14,-94
-83,-8,-5,-83
24,31,28,-100
-85,-5,-52,-30
-42,-42,47,-87
-48,-3,-71,95
15,42,-54,-31
13,55,-8,35
-5,52,47,12
-68,45,43,13
91,63,41,-85
11,16,-92,-89
97,-66,66,-26
78,-39,-91,-59
91,40,-16,-75
-52,-34,-17,-63
98,-84,39,-96
87,60,44,88
-56,-81,-29,-61
-96,29,0,-91
96,-48,-48,22
94,-91,-80,-16
25,21,65,-94
-46,69,-33,-39
-26,57,32,78
58,-19,43,3
-66,68,-20,-68
-88,-76,-65,-49
-30,35,89,40
-75,9,-61,-55
-76,-81,-54,-37
-30,-82,-89,55
-41,-18,-79,22
53,18,71,-70
74,75,42,-88
-32,-56,-45,31
77,78,32,-46
-38,91,62,88
-68,-48,32,-46
74,44,94,77
72,53,-31,77
56,2,-63,83
86,-49,-75,7
-15,66,-34,-51
-70,-53,76,-27
-90,48,-86,94
-69,-57,-51,-53
86,2,-39,-24
69,-6,-18,-91
-93,14,-84,-2
-27,3,-91,46
-19,-20,-89,13
-26,15,20,-72
43,-85,51,69
-44,-96,-17,64
8,21,22,16
72,-53,-85,51
49,-10,76,39
-34,94,95,-98

